GEOGROUP,POPULATION,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,Region,Country,UTM-X (huso 30),UTM-Y (huso 30),ALTITUDE,ID_new,A6F03,,3pet,,NZPR1078,,ctg4363,,rptest1,,2669,,epi5,,gPp14,,epi3,
,Alto de la Llama,Tineo / Asturias,ESP,216476.557,4798307.256,,,,,,,ALT8,262,266,174,186,357,357,114,120,226,229,165,165,0,0,220,220,0,0
,Alto de la Llama,Tineo / Asturias,ESP,216476.557,4798307.256,,,,,,,ALT9,0,0,174,186,349,357,114,118,229,229,165,165,0,0,217,220,0,0
,Alto de la Llama,Tineo / Asturias,ESP,216476.557,4798307.256,,,,,,,ALT10,258,262,174,180,349,357,114,116,226,229,165,165,216,216,211,220,249,251
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,498,Tineo / Asturias,ESP,219496.06,4800560.128,498,ARM1,258,258,0,0,349,349,116,120,226,226,163,177,0,0,211,220,249,253
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM3,258,258,0,0,349,349,116,120,226,226,165,165,216,216,211,220,249,253
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM4,258,266,0,0,347,349,114,116,226,229,163,165,216,216,0,0,249,249
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM5,262,266,0,0,347,349,114,116,226,229,165,165,216,216,220,229,249,251
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM6,258,262,0,0,349,357,114,116,229,229,165,165,216,216,220,220,249,251
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM7,258,264,0,0,357,357,114,114,226,229,165,165,216,216,220,220,249,253
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM8,262,262,0,0,349,357,114,114,226,229,165,165,216,216,220,220,249,249
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM9,258,262,0,0,349,357,114,114,229,229,165,165,216,216,211,220,249,253
,Armayán,Tineo / Asturias,ESP,219496.06,4800560.128,,,,,,,ARM10,258,262,0,0,0,0,114,114,229,229,165,165,216,216,211,220,249,253
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,210,Valdés / Asturias,ESP,223847.483,4826544.803,210,CAD1,258,266,174,182,347,347,116,116,226,229,165,165,216,216,220,220,249,253
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD2,262,266,174,182,349,357,114,114,226,229,165,165,216,216,211,220,249,249
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD3,258,266,0,0,349,357,114,116,226,226,165,165,216,216,211,220,253,253
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD4,262,262,182,182,349,349,116,116,0,0,165,165,216,216,220,220,251,253
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD5,258,266,174,176,0,0,114,116,0,0,165,165,0,0,217,220,253,253
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD6,266,266,172,174,357,357,114,116,229,229,165,165,216,216,220,220,249,249
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD7,266,270,186,186,347,349,114,116,229,232,165,165,216,220,211,220,0,0
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD8,258,262,182,186,347,349,116,116,226,229,165,165,216,216,211,211,0,0
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD9,262,262,176,186,349,357,114,116,226,226,165,165,216,220,220,220,249,251
,Cadavedo,Valdés / Asturias,ESP,223847.483,4826544.803,,,,,,,CAD10,262,262,174,186,349,357,114,114,226,226,165,165,216,220,211,220,251,253
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,240,Valdés / Asturias,ESP,217701.44,4825471.502,240,SIE1,258,268,172,182,347,349,114,114,226,232,163,165,216,216,220,220,249,249
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE2,262,262,0,0,349,357,114,114,226,232,163,165,216,216,220,220,249,249
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE3,262,266,186,186,349,349,114,114,232,232,165,165,216,216,220,229,249,253
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE4,258,266,172,182,349,357,114,116,226,229,165,165,216,220,211,220,249,249
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE5,258,270,174,174,347,357,114,120,226,226,163,165,216,216,220,220,249,251
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE6,262,262,178,182,349,357,114,120,226,226,165,165,216,216,220,220,249,259
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE7,0,0,0,0,349,357,114,116,226,229,165,165,0,0,211,220,249,251
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE8,262,266,182,186,349,357,114,114,226,229,165,165,216,216,229,229,0,0
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE9,262,270,182,186,349,349,116,116,226,229,165,175,216,216,217,220,251,253
,Sierra de Barcia,Valdés / Asturias,ESP,217701.44,4825471.502,,,,,,,SIE10,258,262,0,0,0,0,114,116,226,229,165,177,0,0,217,220,0,0
,Castropol,Asturias,ESP,178012.268,4824225.244,391,Asturias,ESP,178012.268,4824225.244,391,CAST1,258,262,0,0,349,349,114,116,226,226,165,165,216,220,0,0,253,259
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST2,262,262,0,0,349,349,114,114,226,226,165,165,216,216,220,220,249,253
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST3,262,266,0,0,349,349,114,114,226,226,165,165,220,220,211,211,251,251
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST4,262,270,0,0,349,349,114,114,226,229,165,165,216,216,211,211,251,251
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST5,262,262,0,0,349,357,114,114,226,229,165,165,220,220,220,220,249,253
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST6,262,262,0,0,349,349,114,114,229,229,165,165,216,216,220,220,251,253
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST7,262,266,0,0,349,357,116,118,226,229,165,165,0,0,220,220,249,251
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST8,262,262,0,0,349,357,114,114,226,229,162,164,216,216,217,220,253,253
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST9,262,266,0,0,347,357,114,116,226,229,163,165,216,220,211,220,249,253
,Castropol,Asturias,ESP,178012.268,4824225.244,,,,,,,CAST10,262,262,0,0,349,357,116,120,226,226,165,165,216,216,211,220,253,259
,Lamuño,Asturias,ESP,240006.352,4827998.961,70-180,Asturias,ESP,240006.352,4827998.961,70-180,LAM1,258,258,0,0,349,349,114,120,226,232,165,165,216,220,211,220,253,253
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM2,262,262,0,0,347,349,114,114,226,229,165,165,216,220,220,220,249,259
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM3,258,262,0,0,349,357,114,116,226,232,165,165,216,216,220,220,249,251
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM4,258,262,0,0,349,357,114,116,229,229,165,165,216,216,220,220,249,251
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM5,262,262,0,0,349,349,116,116,229,229,165,165,216,216,217,220,251,253
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM6,0,0,0,0,0,0,114,116,229,229,163,165,216,216,0,0,0,0
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM7,258,262,0,0,349,357,114,114,226,226,165,165,216,220,220,220,249,253
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM8,262,262,0,0,349,349,114,116,226,226,165,165,216,216,217,220,251,253
,Lamuño,Asturias,ESP,240006.352,4827998.961,,,,,,,LAM9,262,262,0,0,347,349,114,116,226,226,165,165,216,216,220,220,251,253
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,121,Navia / Asturias,ESP,206632.675,4828163.709,121,PUE1,262,262,0,0,349,357,114,116,226,229,0,0,202,216,217,220,249,253
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE2,262,262,174,174,349,357,114,116,0,0,165,165,216,220,211,211,239,239
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE3,258,262,0,0,349,349,114,116,226,226,165,165,216,216,220,220,249,251
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE4,258,262,172,178,347,349,114,116,226,226,165,165,216,216,211,220,251,253
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE5,262,262,182,186,349,349,114,116,226,226,165,165,202,216,211,220,251,253
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE6,262,266,180,186,357,357,116,120,226,226,165,177,216,216,0,0,0,0
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE8,258,266,0,0,349,357,114,114,0,0,165,165,216,216,220,220,253,259
,Puerto de Vega,Navia / Asturias,ESP,206632.675,4828163.709,,,,,,,PUE10,258,262,182,186,349,349,114,116,226,229,165,165,216,216,220,220,249,251
,Rodoiros,Asturias,ESP,213836.503,4814985.338,270,Asturias,ESP,213836.503,4814985.338,270,ROD2,262,270,170,180,349,349,114,116,226,226,165,167,216,216,220,220,251,253
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD3,262,262,0,0,347,349,114,120,226,232,165,177,216,220,220,220,249,251
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD4,262,262,176,190,349,349,120,120,229,232,161,165,216,216,220,223,251,259
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD5,262,266,176,186,347,349,116,116,226,232,165,165,216,216,220,220,249,249
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD7,262,266,176,186,347,349,116,116,226,232,165,165,216,216,220,220,249,249
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD8,264,270,174,188,349,357,114,116,226,232,165,165,216,216,220,220,249,251
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD9,266,266,174,174,349,357,116,116,223,226,177,177,216,220,220,220,251,251
,Rodoiros,Asturias,ESP,213836.503,4814985.338,,,,,,,ROD10,266,266,0,0,349,357,116,116,226,232,165,165,216,216,220,220,239,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,300,Pontevedra,ESP,56468,4676944,300,SAC1,262,266,172,182,349,357,114,116,226,226,165,177,216,216,220,220,249,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC3,262,262,166,174,349,349,114,116,223,226,165,165,216,220,220,220,251,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC4,258,262,174,182,349,357,116,120,229,232,165,165,216,216,211,220,0,0
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC5,258,262,174,180,349,349,116,120,226,226,161,161,216,216,220,220,249,253
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC11,262,266,186,186,349,349,116,116,226,229,161,165,0,0,217,220,249,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC12,262,266,172,174,349,357,116,116,226,226,165,165,216,216,220,229,249,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC14,262,266,176,186,349,349,114,116,226,229,165,165,216,216,211,220,251,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC16,266,266,178,186,349,357,116,116,229,229,165,165,216,220,217,220,251,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC18,262,266,182,186,349,357,116,116,226,229,163,165,216,216,220,229,249,249
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC19,264,264,0,0,349,357,116,116,226,226,165,165,202,216,220,229,249,251
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC26,262,266,174,178,340,357,114,116,226,229,165,165,220,220,217,229,0,0
,San Cipriano de Ribaterme,Pontevedra,ESP,56468,4676944,,,,,,,SAC29,262,262,182,186,349,349,114,114,226,229,165,165,216,216,220,229,249,259
,Leiria,,PT,-10324.458,4420795.674,20,,PT,-10324.458,4420795.674,20,LEI1,0,0,0,0,349,349,116,122,226,229,0,0,0,0,220,220,249,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI2,258,266,0,0,349,357,116,118,226,229,163,165,220,220,220,229,249,249
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI3,258,258,0,0,347,357,116,120,226,229,163,177,216,216,211,229,239,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI4,262,264,174,182,349,349,116,116,229,232,177,177,216,220,211,220,251,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI5,264,264,174,178,349,349,114,114,226,226,163,165,216,220,220,220,239,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI6,262,264,178,186,349,349,114,114,226,229,165,177,216,216,220,229,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI7,262,262,174,186,349,349,116,116,226,232,163,163,216,216,220,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI8,262,264,0,0,347,349,114,116,226,226,163,163,202,202,220,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI9,264,266,0,0,347,349,114,116,229,229,163,165,216,216,217,220,249,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI11,262,0,0,0,349,349,114,120,226,226,165,165,216,216,220,220,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI14,262,262,0,0,0,0,116,116,229,229,163,165,0,0,220,220,251,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI15,264,264,0,0,349,349,114,114,226,229,165,165,216,216,220,220,249,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI16,262,264,0,0,347,349,116,116,226,226,165,165,216,216,220,220,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI19,0,0,0,0,349,357,114,114,226,226,163,165,216,216,229,229,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI21,258,262,0,0,349,351,116,120,226,226,163,177,216,216,211,220,239,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI22,258,266,0,0,349,357,116,116,226,229,165,177,202,202,211,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI24,258,262,0,0,349,349,116,116,0,0,163,177,216,216,0,0,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI25,258,262,0,0,349,349,114,116,226,232,165,177,216,216,220,229,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI26,258,262,0,0,349,349,114,116,226,229,165,177,216,216,220,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI27,262,266,0,0,349,357,114,116,226,229,163,177,202,202,220,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI28,262,262,0,0,347,349,114,120,226,232,165,165,216,216,220,220,249,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI29,262,264,0,0,347,349,114,120,223,232,163,165,202,216,220,229,251,253
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI30,262,262,0,0,349,357,114,116,0,0,165,165,216,216,217,220,251,251
,Leiria,,PT,-10324.458,4420795.674,,,,,,,LEI39,264,264,0,0,347,349,116,116,226,226,165,165,216,216,217,229,239,251
,Pineta,Córcega,FR,1497804.161,4662893.796,750,Córcega,FR,1497804.161,4662893.796,750,PIN1,258,262,0,0,357,357,114,114,223,229,165,165,210,210,220,220,241,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN2,258,262,0,0,357,357,114,122,223,229,165,165,210,216,220,220,241,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN3,262,262,0,0,357,357,116,116,226,226,161,161,216,216,220,220,249,251
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN4,258,262,0,0,357,357,114,114,223,226,165,165,216,216,217,220,247,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN5,0,0,180,186,357,357,114,120,226,229,161,165,216,216,220,220,247,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN6,262,262,186,186,357,357,114,120,0,0,163,165,216,216,220,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN7,262,262,178,180,349,357,114,120,226,226,161,163,216,216,217,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN8,258,262,180,186,349,357,120,120,226,226,161,163,210,216,220,220,241,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN9,262,262,178,182,349,357,116,120,226,226,161,161,216,216,217,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN10,262,262,180,180,347,357,116,116,226,226,163,165,216,216,220,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN11,258,262,178,180,357,357,114,114,226,226,161,165,202,210,217,220,247,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN12,262,262,180,186,357,357,114,114,229,232,161,165,210,216,220,220,241,247
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIN13,262,262,180,186,357,357,114,114,226,229,163,165,210,216,220,220,247,247
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE6,262,262,0,0,357,357,114,116,226,226,161,161,210,210,220,220,0,0
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE13,258,258,0,0,349,349,114,114,223,223,161,161,210,216,220,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE21,258,262,0,0,347,357,114,116,223,226,161,161,216,216,220,220,0,0
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE26,258,262,0,0,357,357,116,116,226,229,161,167,202,216,217,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE28,262,262,0,0,347,357,114,114,226,229,165,165,210,210,220,220,247,247
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE35,262,262,0,0,349,349,116,116,226,229,161,165,210,210,220,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE40,262,262,0,0,357,357,114,116,223,226,165,165,210,216,220,220,249,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE43,262,262,0,0,349,349,114,116,223,226,161,165,210,210,220,220,247,249
,Pineta,Córcega,FR,1497804.161,4662893.796,,,,,,,PIE45,258,262,0,0,357,357,114,114,226,229,161,161,202,216,220,220,247,247
,Pinia,Córcega,FR,1532824.977,4728038.858,10,Córcega,FR,1532824.977,4728038.858,10,PIA1,258,262,182,182,349,357,114,114,223,226,165,167,210,216,217,220,0,0
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA4,258,262,180,186,349,349,120,120,226,226,161,161,216,216,220,220,249,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA5,262,262,182,182,357,357,116,116,226,226,161,165,210,210,217,220,241,241
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA6,262,262,180,180,349,357,114,116,229,229,165,165,210,210,220,220,249,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA8,262,262,186,186,349,357,120,124,226,229,161,161,210,210,220,220,249,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA13,262,262,178,180,357,357,114,120,223,226,161,161,216,216,220,220,249,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA15,262,262,178,180,349,357,114,120,223,226,165,167,216,216,220,220,0,0
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA18,266,266,0,0,0,0,116,116,226,226,161,163,210,210,220,220,0,0
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA21,262,262,180,180,357,357,120,120,223,229,161,165,216,216,220,220,247,247
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA24,262,262,180,186,357,357,116,120,226,226,165,165,210,210,220,220,247,247
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA25,258,262,178,188,357,357,116,120,226,229,161,165,210,216,220,220,241,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA26,258,262,180,186,349,357,114,120,226,226,161,161,210,216,0,0,249,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA28,258,262,180,180,349,357,114,116,226,229,161,161,210,210,217,220,247,249
,Pinia,Córcega,FR,1532824.977,4728038.858,,,,,,,PIA32,258,262,180,182,357,357,116,120,226,229,163,165,210,210,220,220,0,0
,Tabuyo del Monte,León,ESP,234275,4688604,1064,León,ESP,234275,4688604,1064,TBY1,262,262,174,190,347,347,114,114,226,229,165,165,216,216,220,220,251,253
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY2,258,264,0,0,349,357,116,116,226,229,163,165,0,0,220,220,251,253
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY3,260,262,0,0,347,349,116,120,226,226,165,165,216,216,220,220,239,239
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY4,262,262,174,174,347,349,116,122,226,229,165,165,216,216,220,220,251,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY5,258,260,174,176,347,349,116,120,226,229,163,165,216,216,220,220,251,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY6,258,262,170,174,347,349,114,116,226,229,165,165,216,216,220,220,249,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY7,0,0,174,188,349,357,114,116,226,229,161,165,216,216,217,229,249,253
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY8,262,262,174,174,349,357,114,114,226,229,163,177,216,216,211,217,247,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY9,258,262,170,190,347,347,114,114,226,229,165,165,216,220,220,220,249,249
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY10,258,262,176,186,347,347,114,120,223,226,165,165,216,216,220,220,249,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY11,258,258,174,176,347,347,114,120,226,229,165,165,216,216,220,220,249,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY12,264,270,174,178,347,347,114,116,223,226,165,165,216,216,211,211,0,0
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY13,262,270,170,170,347,349,116,120,226,226,165,165,0,0,220,220,251,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY14,258,258,0,0,357,357,114,114,226,232,165,165,216,216,220,220,251,253
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY15,262,264,176,190,349,357,114,116,226,226,161,165,216,216,220,220,249,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY16,262,266,0,0,349,357,116,116,226,226,165,165,216,216,220,220,239,239
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY17,262,266,178,186,349,357,116,120,226,229,165,165,216,220,220,220,251,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY18,258,258,170,174,357,357,116,116,226,226,161,165,216,216,220,229,249,251
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY19,260,264,0,0,347,357,114,116,229,229,163,165,216,216,220,229,247,253
,Tabuyo del Monte,León,ESP,234275,4688604,,,,,,,TBY20,262,262,174,188,347,349,114,114,226,226,165,165,216,216,0,0,251,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,733,Ávila,ESP,319860,4451605,733,ARN1,262,264,174,174,347,357,112,114,226,232,165,165,202,202,220,220,249,259
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN2,264,266,180,188,349,357,116,120,226,232,0,0,216,216,220,220,251,253
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN3,262,262,180,180,349,357,114,114,223,226,161,165,216,216,220,220,239,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN4,264,266,0,0,347,349,114,116,226,232,163,165,216,216,220,220,251,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN5,258,262,172,184,349,349,116,120,226,226,165,165,216,216,217,220,239,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN6,0,0,0,0,347,357,114,116,226,226,165,165,216,216,220,220,249,255
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN7,264,268,166,182,347,349,114,116,226,232,163,163,216,216,220,220,251,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN8,262,262,0,0,349,349,116,120,226,232,161,165,216,216,220,220,249,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN10,266,266,184,192,349,357,114,120,223,229,165,165,216,216,220,220,239,253
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN11,262,264,174,186,349,349,116,120,223,226,165,165,216,216,220,220,239,249
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN12,262,262,174,178,349,349,116,120,223,229,165,177,214,216,220,220,249,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN13,262,262,174,178,349,349,116,120,223,229,165,177,214,216,220,220,249,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN15,262,262,182,186,347,347,114,116,223,232,165,165,216,220,220,220,249,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN16,262,266,174,174,349,357,114,114,226,226,165,165,214,216,220,229,249,249
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN17,262,262,176,190,349,357,114,122,226,226,165,165,216,216,220,220,243,253
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN18,262,262,178,178,347,357,114,116,229,232,165,185,216,216,217,220,251,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN19,262,262,180,190,349,349,114,114,223,226,163,165,216,216,220,220,249,257
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN20,266,266,182,188,347,349,114,122,226,232,165,165,216,216,220,220,249,251
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN21,262,262,176,182,347,349,114,114,223,226,165,165,202,202,220,220,253,253
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN22,262,266,174,190,357,357,114,120,226,226,165,185,216,216,211,220,251,253
,Arenas de San Pedro,Ávila,ESP,319860,4451605,,,,,,,ARN23,262,264,174,188,349,349,114,116,223,226,165,165,202,216,217,220,249,249
